week,date,venue,pair,abs_path,size_bytes,sha256,source_format
W-12,20250720,BINANCE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/raw/coinapi_jul_w6/20250720/E-BINANCE/IDDI_add07785__BTCUSDT.csv.gz,63062406,f0c915e3bb850326cf60300c8596c07ebdcd344478b2805e24f713a92ce24d4a,v7
W-12,20250720,BITGET,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/raw/coinapi_jul_w6/20250720/E-BITGET/IDDI_23528582__BTCUSDT.csv.gz,4493073,ac00eecbece31c613a9fb151f2016d88f9b7d8a2feccc4e111ac815b8038cf34,v7
W-12,20250718,BYBITSPOT,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/raw/coinapi_jul_w6/20250718/E-BYBITSPOT/IDDI_612124ea__BTCUSDT.csv.gz,125870,2a5aaee9d1b6a7d645fffe9d20d7faa783c9002439c36a0616c0257f52dd17d2,v7
W-12,20250718,BINANCE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/raw/coinapi_jul_w6/20250718/E-BINANCE/IDDI_baec4221__BTCUSDT.csv.gz,108505677,ed751cc33ed2a005181f41dc5ad6202bfee54b0a0cf1c921e827e8281c5cfdaf,v7
W-12,20250718,BITGET,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/raw/coinapi_jul_w6/20250718/E-BITGET/IDDI_9b70324d__BTCUSDT.csv.gz,8100861,e99650b51783e2cbdd4dccd5e724d8bdcb51d71adf541e51644a8451e7409cd5,v7
W-12,20250719,BYBITSPOT,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/raw/coinapi_jul_w6/20250719/E-BYBITSPOT/IDDI_dd6a9008__BTCUSDT.csv.gz,106925,7e17bf649083cc4bd7084b2a212a13b254a0b0cf91a112e314a57f8061a3a41f,v7
W-12,20250719,BINANCE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/raw/coinapi_jul_w6/20250719/E-BINANCE/IDDI_e93d9c96__BTCUSDT.csv.gz,44460934,f6b313dc9cfee912ffbc73f1d7d71d05a9d9f6d19caddb017375ecc5d17d622a,v7
W-12,20250719,BITGET,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/raw/coinapi_jul_w6/20250719/E-BITGET/IDDI_8d83be43__BTCUSDT.csv.gz,2718303,4f0a002daaf41866b9a807f23137c65c841263a7b1a4f0abc5eec1acf19d4501,v7
W-12,20250717,BYBITSPOT,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/raw/coinapi_jul_w6/20250717/E-BYBITSPOT/IDDI_3ef39ea3__BTCUSDT.csv.gz,230455,3c40623af0fe6ca028209aa4a93a1e23398747bf9f49e5c68da428235921861a,v7
W-12,20250717,BINANCE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/raw/coinapi_jul_w6/20250717/E-BINANCE/IDDI_71f4a849__BTCUSDT.csv.gz,91528325,f4b6d260e87c82c7a65d6142fafd43c193b8d8eba3546478e3ad8d4fc4c15324,v7
W-12,20250717,BITGET,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/raw/coinapi_jul_w6/20250717/E-BITGET/IDDI_7eba2b5e__BTCUSDT.csv.gz,7006905,32a36f65b1b05ec1bb43c56efbaf913f72ed5a5c2178e2adc59130c0b7bb731c,v7
W-11,20250721,BYBITSPOT,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/raw/coinapi_jul_w5/20250721/E-BYBITSPOT/IDDI_e33424bc__BTCUSDT.csv.gz,168367,282640abe9119c7d547eff1c9dda390855c088b5f3786055529820e55bb92a87,v7
W-11,20250721,BINANCE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/raw/coinapi_jul_w5/20250721/E-BINANCE/IDDI_1c516390__BTCUSDT.csv.gz,96986133,5414779fcfd8253dee0f5573db28a88ab61944ec3cec27503344f48916aefe86,v7
W-11,20250721,BITGET,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/raw/coinapi_jul_w5/20250721/E-BITGET/IDDI_f84f7767__BTCUSDT.csv.gz,9092891,17292d1d100dd11ffede95e46c59903a77ecc3f2ce31799654261c2ac985ae07,v7
W-11,20250727,COINBASE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_jul/COINBASE_20250727_BTCUSDT.csv.gz,20705702,6fdd3e2864b527fbdf6982763a6eed2b1928b95052620c841e6562f8da173054,v6
W-11,20250725,BITGET,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_jul/BITGET_20250725_BTCUSDT.csv.gz,19356481,0b3ff58c354b50ba0f5bd12168ebe068a75e714a522179f010f2b5e562a37dcb,v6
W-11,20250722,BITGET,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_jul/BITGET_20250722_BTCUSDT.csv.gz,12472136,192c655bd3fec350d17d764fe6a0df81c775e98d4e045ad60a2ec534de244bfb,v6
W-11,20250723,BITGET,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_jul/BITGET_20250723_BTCUSDT.csv.gz,8145767,e04ee761e13a734e224fee2c01874c7e6b07646306dd7ed17708fa85bfc72769,v6
W-11,20250724,BITGET,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_jul/BITGET_20250724_BTCUSDT.csv.gz,18263568,ceec9cd86da918c675cf80c05b78adfb0e2ed65023bd6a6f5e5787ccda8643ca,v6
W-11,20250726,COINBASE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_jul/COINBASE_20250726_BTCUSDT.csv.gz,27302863,e2bafc4dab8de9f761826916cb8f587b2ee4e62afbed7bf005f0bf340c4cc895,v6
W-11,20250726,BITGET,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_jul/BITGET_20250726_BTCUSDT.csv.gz,12535793,0fdeb04f5e384f84901efab06571c427cbef55cb486b52a6519f1ed43f11b56f,v6
W-11,20250724,COINBASE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_jul/COINBASE_20250724_BTCUSDT.csv.gz,30037426,79ad97d782ddd0433c70467ae7b3b8da6f21ab38aa68a3f2b81c085ca0ff04b4,v6
W-11,20250723,COINBASE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_jul/COINBASE_20250723_BTCUSDT.csv.gz,28872167,e5ef94237bd9dfb3864a2d9ba77e75f0fbda05058568ad42a76167bbf1ef3d07,v6
W-11,20250722,COINBASE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_jul/COINBASE_20250722_BTCUSDT.csv.gz,33423988,3cd955930dc3af70408508fbe915fe2b2b60d5ebe6694d1bf3995294daac2c6e,v6
W-11,20250725,COINBASE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_jul/COINBASE_20250725_BTCUSDT.csv.gz,58962149,48d3488cc484bd1314f69ee6839e81fa0abc812ef46bcb4d8c3b251780cf717b,v6
W-11,20250727,BITGET,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_jul/BITGET_20250727_BTCUSDT.csv.gz,16104208,3ffc8538a8f82bf5af010df11a06d60a2e76cdc865d3cf019ec9189d100bf37b,v6
W-11,20250726,BYBITSPOT,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_jul/BYBITSPOT_20250726_BTCUSDT.csv.gz,11102234,4e73a854ebaeca6553ad25e223c6601a61bbec9a7592cc20b51221639101deab,v6
W-11,20250727,BINANCE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_jul/BINANCE_20250727_BTCUSDT.csv.gz,116181392,d1bc73b60ac1a927fc990f3328ca00a4e4bff8dd4bc75dd0d1a80267774b98aa,v6
W-11,20250726,BINANCE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_jul/BINANCE_20250726_BTCUSDT.csv.gz,102516611,cfa072bfbc578e85ae04f92d8d7732f7c969d60430f84aa03f89b3b14ca7951b,v6
W-11,20250727,BYBITSPOT,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_jul/BYBITSPOT_20250727_BTCUSDT.csv.gz,11887386,3fb542c61405ae07fa15da55939603e03f70f9a4a4efb4b26655fb393e6f28fb,v6
W-11,20250723,BINANCE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_jul/BINANCE_20250723_BTCUSDT.csv.gz,118009423,04c6d4110026bc50c05326e50eb7acf083dcad09c5bb4e92d48d7788823f4f3a,v6
W-11,20250725,BYBITSPOT,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_jul/BYBITSPOT_20250725_BTCUSDT.csv.gz,44203439,048781ad8599f88e51277fc9cf066f2f17d7df96492d347c48809c6bcb7660c5,v6
W-11,20250724,BINANCE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_jul/BINANCE_20250724_BTCUSDT.csv.gz,147907777,0fd28885806bbbb05670836596f7c7de9cad0498e4a938f8417ec0954c67d2f9,v6
W-11,20250722,BYBITSPOT,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_jul/BYBITSPOT_20250722_BTCUSDT.csv.gz,34726440,6af42355eee7e7dc2b1c9176a72768797dc0487e7f95b3927aebf807cb61521c,v6
W-11,20250723,BYBITSPOT,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_jul/BYBITSPOT_20250723_BTCUSDT.csv.gz,27954989,d9ae2f9419cdc70bf0e7f1930c7a35a6ad735a1452d3f06fc6b5c82de0a2322c,v6
W-11,20250725,BINANCE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_jul/BINANCE_20250725_BTCUSDT.csv.gz,164816484,72654eebcb0641a0333ae9d84fa0163df73d17a85e7caf8f6b2b30efa6c539cd,v6
W-11,20250724,BYBITSPOT,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_jul/BYBITSPOT_20250724_BTCUSDT.csv.gz,28615482,dd0c1df69db964dd838962ddb0d50873df314dab33d3b966abae7843f64ac309,v6
W-11,20250722,BINANCE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_jul/BINANCE_20250722_BTCUSDT.csv.gz,132025635,90916056dcb423c16a9043b4bcb64d5598d7b7aafdc3b1bd3c3e2ddf6ba75b75,v6
W-2,20250928,BITGET,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BITGET_20250928_BTCUSDT.csv.gz,7336598,3fa513320f97783d914a8ed4ff192693bf2059dcd353ddf7129277f2730e798d,v6
W-2,20250922,COINBASE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/COINBASE_20250922_BTCUSDT.csv.gz,44985199,125afe132be62f27e5f5ce07970cd5c28f1202d67a7873506883b9756f578a89,v6
W-2,20250925,COINBASE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/COINBASE_20250925_BTCUSDT.csv.gz,57548044,cf91f91e2f55d1bb8dba8c3a0d0fe1fad047353f1e1b194589f7762f9d6ba94c,v6
W-2,20250927,BITGET,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BITGET_20250927_BTCUSDT.csv.gz,4851370,9a266e8937fd3b2ec0e8932fc03c67c2e16f7099730c2b814c1e2b6cbf7a9d89,v6
W-2,20250926,BITGET,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BITGET_20250926_BTCUSDT.csv.gz,9374436,f8b47a75bc9aaf294b5024a3ae07dfe3407d43526f295a6734c28b79ab59d7ac,v6
W-2,20250924,COINBASE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/COINBASE_20250924_BTCUSDT.csv.gz,36173826,65862d755ae16bc9349733e7f58515300a292d896a20a8dc0428be287da74340,v6
W-2,20250923,COINBASE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/COINBASE_20250923_BTCUSDT.csv.gz,27653705,ad96cfbcb68474f29301090f01de88abd2194790667a684b30d75b8f100980bd,v6
W-2,20250923,BITGET,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BITGET_20250923_BTCUSDT.csv.gz,15873032,f9b5e119d0913f8e4ed5c782484211761e1c3c88f74f43fd5eb79c27fb627dd5,v6
W-2,20250924,BITGET,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BITGET_20250924_BTCUSDT.csv.gz,14926326,e8abf9b27d0111e37f22935d8e9e379dafc340c472add1638ae494a671ec9edf,v6
W-2,20250926,COINBASE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/COINBASE_20250926_BTCUSDT.csv.gz,43057789,e78aaf4f47309c17869d246d100d6d672b30efe0206d7895636cb97bbb308cf9,v6
W-2,20250927,COINBASE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/COINBASE_20250927_BTCUSDT.csv.gz,20994523,69db8fdf620619d34dd983d63131cab4f17ffdaa1e427938b7d5f38a86d42d42,v6
W-2,20250925,BITGET,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BITGET_20250925_BTCUSDT.csv.gz,13304669,93412999bc03adebcd1cea8f8638c976fc81e67588bc31d9520a7bb709d6433b,v6
W-2,20250928,COINBASE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/COINBASE_20250928_BTCUSDT.csv.gz,24357302,451573add68a45cd9abc5f5cc9be97fabff5776f7d7022faad7d4d0446286d4f,v6
W-2,20250922,BITGET,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BITGET_20250922_BTCUSDT.csv.gz,24149919,d217caaba0d058e2a7d6ee2846fa86b6d00e320a782a9a50a7d2dc337bba447e,v6
W-2,20250923,BYBITSPOT,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BYBITSPOT_20250923_BTCUSDT.csv.gz,30191701,a52ff143f08c11a5629e94b9a674e0d21bc7f8e2e96f212d6e324582ea3a2617,v6
W-2,20250925,BINANCE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BINANCE_20250925_BTCUSDT.csv.gz,215546421,cc4a76a16007f55f66596985d5b71abafc9c54ad65cb8aaae74a044086161042,v6
W-2,20250924,BYBITSPOT,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BYBITSPOT_20250924_BTCUSDT.csv.gz,23919280,83d1a3e6cd350fe1c7321cd4f697007e23bd1174a0eff7bdf40907c283310eb4,v6
W-2,20250922,BINANCE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BINANCE_20250922_BTCUSDT.csv.gz,190657779,d7713d76149ee9ef139c200883e366b1c07e76799ce258bf75a6e5559b910aff,v6
W-2,20250923,BINANCE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BINANCE_20250923_BTCUSDT.csv.gz,130179220,33d608e657cf441f7f3415d0a0d8ae300d0569222dce2b598c71ca81c90d15f8,v6
W-2,20250925,BYBITSPOT,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BYBITSPOT_20250925_BTCUSDT.csv.gz,38029400,ab65744dc46e654d1864174d004bdf7ee04b25813015e5a56e2588d741f225f8,v6
W-2,20250924,BINANCE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BINANCE_20250924_BTCUSDT.csv.gz,178564244,3a6fd9da98ba8a1d4e483d3b5946c48ec38818ef145c6d9dc3077fd2ed208b8d,v6
W-2,20250922,BYBITSPOT,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BYBITSPOT_20250922_BTCUSDT.csv.gz,25956974,cf71690954404efaf327a4fed13ceb18e0d15cba3a1020ec08132f1c2c9a81cb,v6
W-2,20250928,BYBITSPOT,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BYBITSPOT_20250928_BTCUSDT.csv.gz,15938180,9c1ec4a76f08eba5e3a12810846800f22d66eb94aca99cfffb0aa0f91fc6a140,v6
W-2,20250926,BINANCE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BINANCE_20250926_BTCUSDT.csv.gz,210608322,a57af0ca26109a1f0e97c86022d4f28a5da6143dc550d7480ff932b6b2d34d10,v6
W-2,20250927,BYBITSPOT,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BYBITSPOT_20250927_BTCUSDT.csv.gz,9571057,14b473a31e6daf41ce8d12030c5cbbf9962f6b3494c76e718d17cb5be99191f9,v6
W-2,20250928,BINANCE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BINANCE_20250928_BTCUSDT.csv.gz,116761482,d05cdc4231fcd3a9e9c36d7afad0be2dec11d9d99ff70b41c5484a7914c8e69f,v6
W-2,20250926,BYBITSPOT,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BYBITSPOT_20250926_BTCUSDT.csv.gz,28952018,7e41fe13e42ad3ecea1b80fe51d355c6cd753528c32da2d8bd611a5c47e12bb0,v6
W-2,20250927,BINANCE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BINANCE_20250927_BTCUSDT.csv.gz,123692125,a01e1c69ab68fd749bdf81e4c738294823a36f79f9095d7063e02842c25a5f2a,v6
W0,20251007,COINBASE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/COINBASE_20251007_BTCUSDT.csv.gz,49420965,f0663c1e3b22745108295d5ba69a9d83ae8cc9c470105d1df526ff91d7e180e4,v6
W0,20251010,BITGET,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BITGET_20251010_BTCUSDT.csv.gz,34480526,8629d5599d1add6a21276a6a886920d044ba2a27bf39979ae51c0e7ac6add0d1,v6
W0,20251008,COINBASE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/COINBASE_20251008_BTCUSDT.csv.gz,39551095,a226cf948fdc6febe287a9d303f7c860d295282229b7391f358e0296e0df54b3,v6
W0,20251009,COINBASE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/COINBASE_20251009_BTCUSDT.csv.gz,40889219,6534920b41d56601dce087ce542e0dae928ec46792688c1724fb784403c5afa8,v6
W0,20251006,COINBASE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/COINBASE_20251006_BTCUSDT.csv.gz,46580849,b2bcaf43a77e420f11e8c6783b06a1fdf1e905b617ec8ede14d6b6d57e8a4288,v6
W0,20251006,BITGET,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BITGET_20251006_BTCUSDT.csv.gz,12521952,c868628bc65e71907a410bf46a4e656e83c6e612ea993a01afa9167d692adf8f,v6
W0,20251009,BITGET,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BITGET_20251009_BTCUSDT.csv.gz,12539193,450d6373ed80e9168631dbcfebd9f6eb197efcffc9ffb7d3da49acb549bd362d,v6
W0,20251008,BITGET,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BITGET_20251008_BTCUSDT.csv.gz,11650222,7da892b66d820fcb9dd629a6e7b4b5fc084749684849f46fb4381ecf4f68bc58,v6
W0,20251010,COINBASE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/COINBASE_20251010_BTCUSDT.csv.gz,96364340,eeb32a98c82edefd251dd3cd4506fb091bc2c7dcb39ab1136c35788905a0f1d1,v6
W0,20251007,BITGET,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BITGET_20251007_BTCUSDT.csv.gz,18657261,62f4059ef1b07539dcb710d1af1b5f9f8ee757218bdef064bd0e7a5aa19916a7,v6
W0,20251008,BINANCE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BINANCE_20251008_BTCUSDT.csv.gz,203834892,0361f64fd4b4892b6b2034028d99e52c6be25d2693b62c73c6f41ea05291d6d2,v6
W0,20251006,BYBITSPOT,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BYBITSPOT_20251006_BTCUSDT.csv.gz,39413782,d8d9d1f889d1fc9f2d05b1ba5eeda86606a6b61d1d483af9c2287a38871d25d1,v6
W0,20251007,BINANCE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BINANCE_20251007_BTCUSDT.csv.gz,215354920,a698e58ebd16a4d422c170dc4fae00b42b41d6d5592c6ceb017274a14fae4e24,v6
W0,20251009,BYBITSPOT,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BYBITSPOT_20251009_BTCUSDT.csv.gz,38835346,b2390ab3ae119583f1874b74d7a36f5bb12601f5d1ee1356d487b60c3fedbc08,v6
